userID,ISBN,bookRating
277629,0374184232,4
277629,0380018179,8
277629,0671000306,7
277629,0671795740,9
277639,0345335058,6
277639,034539657X,8
277639,0380731851,6
277639,0425142485,7
277639,042516098X,5
277639,044921852X,7
277639,0451162145,8
277639,0553579754,7
277641,0375406328,7
277641,0452277337,8
277646,0451210980,9
277650,0451622898,10
277662,051510566X,5
277691,0446607657,9
277698,0316769487,6
277700,0399145850,9
277710,0061015725,4
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0553582763,6
277722,0061031070,7
277722,0449005615,10
277722,0553381520,8
277722,0804114986,8
277728,0451167783,7
277744,0312421273,7
277744,0385491328,8
277744,0609806564,8
277744,0679416498,10
277761,0385502532,8
277778,0061097314,8
277788,0440407524,8
277794,0440967694,8
277795,0064406601,5
277797,0440228441,8
277801,0380750260,7
277803,0142001740,8
277807,0345443284,5
277820,0689843186,8
277835,014032724X,10
277873,042518336X,5
277879,0380710056,6
277879,0451204492,7
277901,0064440044,10
277901,0446675059,7
277901,0452282152,8
277901,0525446044,7
277901,0679427430,8
277911,0399138250,10
277913,0452284937,4
277915,0452269571,8
277918,0766607216,7
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0553580191,9
277922,0553582917,10
277928,0679751602,10
277928,0679764925,8
277928,0767915062,9
277928,0804105820,9
277928,0812928318,10
277929,0505523035,10
277937,0316168815,7
277937,0345468694,6
277937,0743225325,6
277945,0312974256,6
277945,0451203771,8
277945,051512317X,7
277945,0515134384,7
277945,0515137111,8
277946,080505801X,7
277958,0142001740,9
277959,0156027321,8
277959,0553802542,7
277959,0743204697,10
277959,0767905385,6
277959,1551668904,7
277962,0028638670,5
277965,0374190666,10
277965,0395900239,8
277965,044840124X,8
277965,0486285537,9
277965,0517705869,8
277965,0684808943,8
277965,0688151981,9
277965,0743204735,9
277965,0786866845,9
277965,0786867434,6
277965,0895261901,10
277969,0446527785,8
277975,0440216818,9
277984,0345386108,10
277984,0446611778,10
277989,1558745157,6
277996,0679440526,6
277997,067976402X,8
278007,034543479X,8
278007,0374480095,8
278007,0446670251,6
278019,0060196300,6
278026,0060572965,9
278026,0061031410,8
278026,0061094129,8
278026,0380731851,5
278026,038533558X,9
278026,0399142649,8
278026,0446527041,8
278026,0446531588,5
278026,0451179153,8
278026,0451179897,6
278026,0451202473,7
278026,0451204301,8
278026,0515125490,8
278026,0515129038,5
278026,0515130389,8
278026,0553582364,6
278026,0671891537,9
278026,0743206045,7
278026,0786889667,5
278026,0805060251,7
278034,0875847706,10
278044,0061092800,7
278063,0452281253,7
278069,0099244527,7
278075,0452282152,8
278079,0385486804,8
278079,0440236053,5
278095,0553210416,7
278107,0446605239,8
278110,0671870998,8
278112,0440236665,7
278119,044661162X,9
278122,0375727345,10
278131,0060958022,8
278137,0380429780,9
278137,0380600129,8
278137,0441094880,9
278137,0446606812,7
278137,0515094978,8
278137,0670894508,4
278137,088419597X,9
278159,0385318073,5
278181,0399139087,7
278185,0060198346,7
278188,0156005891,8
278188,0316171565,7
278188,0373218192,7
278188,0373484003,7
278188,0440122090,4
278188,044022103X,8
278188,0440225701,9
278188,0446603589,9
278188,0515124621,8
278188,0671644475,5
278188,080410946X,8
278188,1551665220,7
278188,1551667487,7
278194,0060926317,8
278194,0140280553,5
278194,0345423135,9
278194,0375705619,5
278194,0385498802,4
278194,0440212723,9
278194,0440241537,7
278194,0451209907,5
278194,051512219X,4
278194,0553582364,6
278194,0671683993,8
278194,0688177859,9
278197,0553574671,7
278197,0849937531,9
278202,0060198346,3
278202,0312252617,4
278202,0385316925,3
278202,0385319568,9
278202,0385497466,3
278202,0446527017,1
278202,0446527130,8
278202,0553104039,3
278209,014011291X,6
278218,0060977493,7
278221,0316779032,10
278221,0440216745,7
278221,0446613436,7
278221,0553582755,9
278221,0671027123,8
278221,0743460529,8
278221,0840776381,8
278221,1556612257,10
278243,0156027321,8
278243,0156711427,8
278243,0375725784,7
278244,0800714083,7
278251,044020562X,7
278255,0316926078,4
278255,0440241162,8
278257,0449912302,5
278257,0451170385,9
278259,0451163494,9
278259,0451173139,10
278263,0373218036,8
278297,0743418719,9
278300,0345447832,7
278314,0140055932,5
278314,0399146431,7
278314,1573221775,2
278333,0440225701,10
278345,0061099813,7
278346,051513287X,6
278346,1583226443,8
278356,0028620585,9
278356,0028629299,8
278356,0060163704,9
278356,006091646X,9
278356,0671016768,8
278356,0688111289,7
278356,0786868414,9
278388,0786886323,8
278390,0440236053,7
278390,044661257X,8
278390,0553569058,9
278390,0671683993,10
278390,080410753X,9
278418,0140367209,8
278418,0312860862,6
278418,0312923651,6
278418,0394820371,8
278418,042513525X,5
278418,0425140032,5
278418,0425178102,7
278418,0515130389,8
278418,0515131229,8
278418,0553201344,3
278418,0689828896,7
278418,0786862572,5
278418,0871318156,8
278422,0385475721,8
278449,0425178781,9
278452,0064401324,5
278465,0440217466,10
278469,0446679593,6
278475,0060185147,7
278479,0380788683,8
278483,0380731851,8
278500,0425167720,5
278522,0440225590,7
278525,0394820371,10
278525,0446518581,8
278535,0061094129,10
278535,0425178765,8
278535,0425182878,9
278536,0874778883,6
278541,0142001740,9
278543,0446605239,5
278543,0553096834,7
278543,1576734218,5
278551,044041833X,7
278552,0553573616,9
278552,0671021001,7
278554,0140293450,8
278554,0330375253,8
278561,0446612545,7
278565,0446343439,7
278582,0061044725,10
278582,0515136557,8
278586,0440224624,3
278586,0446606812,5
278586,0553575090,8
278597,1401300057,9
278620,0688165664,4
278633,0060987561,10
278633,014028009X,2
278633,0141312378,5
278633,0425178900,8
278633,0439324599,9
278633,0440514428,9
278633,0446679593,8
278633,0449907481,6
278633,0515123536,6
278633,0553570870,8
278633,0671038184,8
278633,0679425268,9
278633,0688162827,9
278633,0688170528,8
278633,0743225082,7
278648,0515109509,5
278653,0446606812,6
278663,0061095052,5
278663,0061097314,4
278663,0440223202,10
278663,0451182014,3
278672,0679731148,7
278683,0446364495,1
278694,0515132039,6
278694,0553578227,8
278710,0553381903,5
278723,0446607657,4
278732,0786867647,8
278740,0446609404,8
278773,0380731851,8
278786,0399146164,6
278818,0064405788,10
278820,0399135790,3
278824,0671014188,6
278828,0671014196,8
278832,1558745718,10
278843,0060517794,7
278843,014028009X,8
278843,0399146431,9
278843,0590045296,10
278844,0345387651,6
278851,0440486599,5
278852,0449907597,8
278854,042516098X,7
278854,0553579606,8
16,0345402871,9
17,0891075275,6
26,0449005615,9
32,0060168013,8
39,0553582909,8
39,0671888587,7
42,0553582747,7
51,0440225701,9
53,0156047624,10
69,1853260053,8
81,0375410538,5
87,0071416331,8
91,0316769487,9
97,0671867156,7
99,0312252617,8
99,0312261594,8
99,0451166892,3
107,0671864769,8
114,0446608653,9
114,0446612545,9
114,0446612618,8
114,0553584383,9
125,0679429220,10
129,0316735736,7
133,0345372700,10
165,0446612545,5
169,0446601640,7
224,0446527165,8
228,0385337639,7
228,039575514X,9
230,0451206673,6
243,0060915544,10
243,0060977493,7
243,0140272100,6
243,0316776963,9
243,0375400117,10
243,0385316895,6
243,0385720106,7
243,0425163407,9
243,044023722X,7
243,0446364800,9
243,0553580388,8
243,0786863986,5
244,0060977493,7
244,0060987103,8
244,0151008116,9
254,0142001740,9
254,037582345X,9
254,0375823468,9
254,0399146431,9
254,0671021001,7
254,0679879242,8
256,044023722X,8
257,1573225487,8
272,0872200760,8
280,0316769487,7
300,0380728729,5
300,0449912302,9
300,0812541642,5
345,067153484X,6
367,0449005615,9
383,0385416342,10
383,0743411269,5
388,039456894X,8
388,0452279690,10
388,0553569058,10
413,0553258524,7
424,0316314927,5
424,0375414746,6
424,0452277337,7
424,0671021001,6
424,0805063897,8
430,0679777431,8
433,0842329129,5
441,0446610178,7
444,0385337132,7
444,0440235057,7
446,0060932759,8
446,081296666X,5
453,0312278586,6
472,0395710901,9
486,0451202341,8
487,0345441133,7
487,0385335407,8
487,0385490992,7
487,0671888587,6
489,0590419625,7
496,0425182878,8
500,0849943450,10
503,0345348656,8
503,0385496095,10
503,068484267X,10
503,0809244942,10
505,0345313860,7
505,0385306032,8
505,042517736X,7
505,0679401377,8
507,0140230165,7
507,0142001740,10
507,0345369068,8
507,034546074X,8
507,0425168948,7
507,0451184718,9
507,0679893105,9
507,0689710879,10
507,0689710887,10
507,0743260244,10
508,0385335679,6
508,0440122090,7
512,0671525832,5
537,0679450432,7
565,0061042943,8
566,0385314019,6
567,0425174484,8
567,0787955671,8
595,0446610399,9
619,0062517856,7
619,015600710X,8
619,0316735027,6
619,193156146X,9
638,0140128107,10
638,0151001006,10
638,0316603287,9
638,0316693200,9
638,0316769487,10
638,0316776963,10
638,0316969443,10
638,0345428900,8
638,0385500769,10
638,0385504209,10
638,0385505833,10
638,0399148582,9
638,0425184129,9
638,0446523569,10
638,0446525502,9
638,0446525537,9
638,0446527793,10
638,0446531332,10
638,0670892963,7
638,0671042556,9
638,0679419624,10
638,0679442790,10
638,0684874318,10
638,0743406176,10
638,0842336214,7
638,1570717257,9
640,0394551427,8
640,0446602086,5
643,0140366660,9
651,0345403339,7
651,0425142485,6
651,0786886463,7
651,0786889160,7
657,038529929X,6
660,1573229571,8
695,0451205421,7
707,039457513X,5
707,0670844594,8
709,0060535032,5
709,015216250X,10
709,0689832877,10
709,1562477528,9
726,0380820447,10
735,038533334X,4
735,0440120470,6
735,0440224829,9
735,044661162X,9
735,0671779338,10
735,1551660016,10
741,0140065172,10
744,0425113892,7
744,042512892X,8
744,0425137945,8
746,0394820371,8
753,0871137380,10
757,034538184X,8
763,0553211412,8
777,0874067391,9
786,0553584510,6
805,0140236589,7
805,0140253602,4
805,0156027321,9
805,0375501851,8
805,0452282152,8
805,0810935627,7
827,0425124819,10
827,0440414717,10
834,0141001771,5
853,0345358791,5
882,0064401847,10
882,0373218400,5
882,0380018179,10
882,0385504209,10
882,0425195899,9
882,0515135062,6
882,0553247921,10
882,0553572997,10
882,0679429220,9
882,067976402X,10
882,0743457943,5
883,0140266771,7
900,0553576976,5
901,0785268480,10
915,0156027321,10
929,0345331605,7
929,0385314744,7
929,0439404371,8
929,0440224624,6
929,0679741011,5
941,0553258001,9
951,0375704043,8
965,0805063889,9
969,068986020X,8
1009,0451181468,9
1010,0345384733,5
1016,0399146008,7
1024,0671038184,5
1025,0140563733,9
1025,0380012863,8
1025,0552998001,9
1025,0679883878,8
1025,068484267X,9
1025,0743225082,8
1031,0345458915,7
1032,038531258X,10
1063,0895773538,9
1075,0142001740,10
1075,0375726403,7
1075,0385504209,7
1075,0553377868,9
1075,0767902521,9
1079,0915811332,8
1083,014131088X,10
1083,080410753X,7
1093,0312983212,6
1108,0385508417,7
1111,0385510438,8
1116,0061030651,8
1129,0385493800,6
1131,0061093092,8
1131,0061098361,7
1131,0312983824,6
1131,0345370805,7
1131,0375703055,7
1131,0440214424,8
1131,0671004565,6
1131,0679772677,7
1131,0743418174,7
1155,0380814021,6
1155,0380817683,10
1155,0671689231,7
1155,0743405978,8
1161,0061098795,5
1161,0375725784,5
1167,0440224675,8
1167,0679450548,7
1167,0743230213,7
1169,0375707425,6
1210,0679731148,9
1211,0375726322,8
1211,0385504209,9
1211,0786889373,8
1214,0380600129,8
1214,0451522389,8
1223,0316693324,3
1248,0393029190,10
1248,0679452281,9
1249,0671004565,8
1254,0894805770,10
1261,0316776963,8
1261,0345401123,7
1261,0452282152,7
1262,1593160151,10
1264,0375707972,8
1297,0679731148,7
1297,0836218256,7
1297,1574551108,10
1309,0316969680,7
1309,0425178765,10
1368,0060514949,7
1368,0066210151,7
1368,0375411992,5
1376,0345417623,8
1376,042517736X,7
1389,0553572997,9
1395,193072229X,10
1396,0380727501,10
1403,0345440773,8
1409,0373218192,8
1409,042517736X,9
1409,0440208912,8
1412,0156027321,9
1412,0345433084,6
1412,0385486804,9
1424,0060730552,9
1424,0061015725,8
1424,0061097314,5
1424,0142003581,6
1424,0151002290,6
1424,0156006332,7
1424,0375725296,7
1424,0380603764,6
1424,0385720106,7
1424,0671646575,8
1424,0676974562,7
1424,0767902521,8
1424,1592247865,8
1433,0743418174,3
1435,0060915544,10
1435,0345387651,5
1435,0375505547,7
1435,0399133143,5
1435,0451183665,7
1435,0451208765,4
1435,0486408760,10
1435,0671024248,4
1435,068484267X,8
1435,0684855631,9
1435,080410753X,10
1435,0875964125,5
1435,1573221775,4
1436,044022165X,6
1439,0061032077,8
1448,0679459626,6
1467,0671001701,7
1499,1931412677,6
1530,044023722X,8
1535,006017935X,7
1535,067976402X,10
1548,006093395X,6
1548,034540288X,5
1548,0345425707,8
1548,0451821971,7
1548,0452282152,8
1550,0802713661,9
1558,0374281602,9
1558,0425167720,7
1558,0446519960,10
1585,0345413903,7
1585,0446604658,6
1585,0684867621,4
1596,0385511612,6
1608,0449214982,5
1608,0515095826,8
1608,0515111279,8
1617,0385475713,7
1619,0440225701,9
1652,0151006903,7
1652,0385504209,7
1660,0345454073,3
1660,0553582747,5
1660,0553582933,7
1660,0671034022,6
1674,0375725784,10
1674,0385483503,10
1674,0812505166,10
1688,0515122491,5
1688,051512902X,5
1706,0345392825,5
1706,0393038440,4
1718,0743418174,8
1719,0375412972,7
1719,0671027123,3
1721,0449225151,9
1723,0590449737,5
1730,0767905180,8
1733,0061083275,9
1733,0061095869,8
1733,0312983824,5
1733,0316089699,5
1733,0345447840,10
1733,0373218400,9
1733,0425181111,7
1733,0446364762,5
1733,0446527130,7
1733,0446603082,8
1733,0451207963,10
1733,051513287X,9
1733,0553107232,7
1733,1551664348,7
1775,0140348107,8
1790,044022165X,5
1803,0385504209,9
1805,0312281250,7
1805,038082101X,7
1813,0399139125,4
1830,0553572997,7
1838,0061012289,9
1848,0061030651,5
1848,0156027321,10
1848,0345417623,8
1848,0394712447,10
1848,0786868716,10
1848,0871401185,7
1892,0767902521,9
1898,0060922532,8
1898,0060951710,9
1903,044022330X,6
1903,0452266688,10
1903,0679430946,10
1903,185788292X,9
1903,B0000DAPP1,5
1915,0440224659,7
1928,0835902242,8
2010,0380796090,6
2010,0446604666,10
2010,0684836491,5
2012,0316154067,9
2012,0670892963,2
2018,0446516538,5
2030,0062508482,10
2030,0062513346,10
2030,0385484100,10
2030,0440108268,10
2030,044020562X,10
2030,0525945040,10
2030,1563054671,10
2033,0312921098,8
2033,0316779032,10
2033,0380775123,10
2033,0441004997,7
2033,0451458990,10
2033,0553379534,10
2033,0553573136,8
2033,0671524313,6
2033,0688149790,8
2033,0812500865,7
2033,0836218256,9
2033,0886775205,9
2033,0886778603,10
2033,0920668372,10
2033,1559274581,7
2041,0345406036,8
2041,0385416342,7
2041,0385424736,7
2041,0679743243,5
2041,068483376X,1
2089,0446605239,10
2090,0671646575,5
2103,068486780X,8
2103,0716744481,7
2105,0671004549,7
2106,0375509283,6
2106,081297106X,6
2108,0553572997,9
2110,0151008116,5
2110,015216250X,8
2110,0345375580,10
2110,0380570009,10
2110,0515134384,5
2110,0515136557,3
2110,0786807555,7
2110,0807842613,9
2115,0515120618,7
2116,0671004573,7
2127,0446605239,8
2136,0399143335,8
2136,0515134384,8
2139,0515130389,10
2139,0515135062,10
2152,0446612545,7
2169,0743412028,7
2172,0425169693,5
2178,0452269571,5
2179,0385504209,10
2179,0446532231,9
2179,0887307884,9
2183,0671021001,9
2197,0312291639,9
2197,0449702146,10
2197,0449702545,8
2197,1550223968,8
2276,0061030643,8
2276,0071407944,7
2276,0312989385,10
2276,0345404793,9
2276,0345423615,9
2276,0345447867,9
2276,038072880X,9
2276,0380770210,8
2276,0385505833,5
2276,0399146725,10
2276,0425172546,9
2276,0440128757,8
2276,0440236673,10
2276,0440237424,6
2276,0446349461,9
2276,0446364622,8
2276,0446609323,9
2276,0446612790,10
2276,0446613681,8
2276,044921852X,9
2276,0451458990,9
2276,0515130125,10
2276,055323577X,7
2276,0553240307,10
2276,0553263226,10
2276,0553289640,6
2276,0553290797,8
2276,0553582526,9
2276,0553584510,9
2276,0671016768,8
2276,0671524313,10
2276,0671795988,7
2276,0684852802,9
2276,0805063897,10
2276,0931580366,8
2287,0060981180,6
2287,0375706062,6
2287,0425147622,7
2287,0446360856,6
2288,0425115801,10
2288,0425144429,5
2288,0553582763,9
2292,0451204948,8
2296,0399144137,8
2305,0609600567,7
2312,0140348107,8
2313,0399141146,3
2313,0399146431,5
2313,0803287100,6
2324,0425177696,8
2333,0399138749,7
2336,1573228745,9
2337,0060987561,7
2337,0142001740,8
2337,0385505833,7
2337,0440403278,10
2337,0446528757,9
2337,0842314296,10
2339,055328424X,6
2350,0525945172,8
2354,014131088X,8
2354,0380814021,7
2357,0375725784,8
2358,0671899619,8
2368,0395390338,10
2375,0345424719,7
2376,0446610100,6
2379,0440224624,8
2385,0440216745,7
2385,0446604666,6
2388,0142001740,6
2399,0812533666,4
2411,0152017976,5
2414,0451176723,5
2417,051513290X,7
2421,0151104506,8
2437,051512317X,7
2439,0060004533,8
2453,0515122491,10
2466,0399147101,10
2481,0140280553,8
2481,0312850581,9
2499,080213825X,5
2504,048640076X,4
2528,0671867156,10
2550,052594527X,10
2559,0375701044,3
2559,0671036505,4
2569,0553572997,8
2589,0440237416,8
2589,0671024051,7
2597,0684836483,7
2630,0394541545,8
2630,0684823780,8
2632,0385493800,9
2632,0877958920,5
2634,0743216458,8
2640,0425147622,8
2644,0883657635,8
2670,0743411250,7
2683,0786867086,10
2700,0743206045,7
2719,0441009700,5
2731,0671025570,5
2759,0156007568,5
2766,0026890380,9
2766,0060235330,8
2766,0060958022,8
2766,0307168409,10
2766,0312146310,9
2766,0380726815,6
2766,0385508417,7
2766,0425178102,5
2766,044048474X,7
2766,0446516538,6
2766,0446611867,7
2766,0449005615,9
2766,0679751602,6
2766,0767902521,8
2766,0800786084,7
2766,0806961740,7
2766,0849911672,7
2766,0874869870,9
2766,0898157803,8
2766,1558745718,7
2770,0842329129,6
2776,0140380361,9
2790,038533348X,10
2793,0060532920,8
2793,0515135062,7
2793,0553584014,8
2793,1559278374,8
2799,0671004107,8
2854,0446523569,7
2854,0446610399,5
2855,0425168700,7
2859,015600710X,5
2891,0142001740,7
2891,0156027321,5
2891,0451521323,7
2891,074325547X,8
2891,140003065X,9
2907,044023722X,5
2954,0767908244,8
2966,038531258X,7
2973,0679459596,8
2977,0060981180,8
2977,0375725784,3
2977,0449209113,8
2977,0452282152,7
2977,0486266907,7
2977,0525945210,6
2977,0670894494,6
2977,0671021001,9
2996,0345361792,8
2996,0425118703,7
3005,0312278586,5
3005,0452277337,5
3009,0385424728,7
3030,0553109839,8
3048,0670891576,10
3054,0425184129,7
3063,0553106678,8
3079,0312278586,5
3079,0312305060,8
3104,0805060200,7
3104,0805063897,8
3133,0061097314,9
3142,0446674346,9
3145,044021145X,9
3145,0440419468,8
3145,0446359866,9
3145,044661193X,9
3150,0446365505,9
3154,0451203895,5
3154,0804111898,8
3167,0312865031,7
3167,0345257162,5
3167,034540288X,7
3167,0380012863,8
3167,0425181464,8
3167,0671004107,9
3167,067150987X,6
3167,0812505018,8
3172,039480001X,10
3175,0446365661,7
3266,0226424197,7
3266,0874771641,8
3282,0345371623,10
3282,0345380525,9
3282,0451160533,9
3282,0451205421,8
3305,0743412028,10
3310,0671042858,7
3329,0440234743,8
3329,0679448594,5
3329,0743435346,5
3331,0425161242,10
3331,0446527785,10
3331,0446613436,9
3331,0449006530,4
3344,0312272057,7
3344,042518336X,8
3346,0064407055,5
3346,0141309814,8
3346,0316107018,7
3346,0345320115,10
3346,0345413350,8
3346,0689710879,6
3346,0689710887,6
3346,0836218256,10
3346,0836218353,10
3350,0679408835,7
3362,0345419995,6
3362,0375725784,7
3363,0064405176,10
3363,0064472795,10
3363,0140108599,7
3363,0140365931,10
3363,0152006737,10
3363,0152021973,10
3363,0312046448,10
3363,0316070211,8
3363,0345336429,10
3363,0345403339,10
3363,0345427297,10
3363,0373250126,8
3363,0375706429,8
3363,0380814021,10
3363,044652087X,10
3363,0448190834,10
3363,0679751602,8
3363,0684802082,9
3363,0763616052,9
3363,0945448619,9
3363,1883672902,8
3371,0373484003,7
3371,0373484410,5
3371,0380807866,7
3371,0440147956,10
3371,0515122734,9
3371,0553581147,5
3371,0671004573,7
3371,0671528203,7
3371,0679882820,8
3373,0312291639,8
3373,0345386132,5
3373,0375727345,7
3373,039914613X,7
3373,0425155781,6
3373,0425161242,3
3373,0440236703,5
3373,0671014919,6
3373,0671027387,5
3373,0743411439,7
3374,0671034006,8
3393,0425191184,9
3416,0060086246,8
3416,0515116173,8
3418,0806903481,8
3427,039914465X,8
3432,1891620487,10
3460,0446605239,6
3462,0060920432,9
3462,0316316962,9
3467,0440237262,9
3472,0156711427,10
3473,0345390458,4
3481,0312978367,7
3481,0446675253,5
3492,0671516922,9
3512,0446611867,8
3514,0385336179,9
3538,0486414132,8
3541,0553582755,8
3542,044651652X,3
3542,0452268060,2
3543,0380786052,10
3543,0446364282,8
3546,0142002267,8
3556,0141312424,10
3556,0385504209,10
3556,0385508042,9
3556,0440439884,10
3556,044651652X,10
3556,0785272984,8
3556,0842321934,10
3556,0842321942,10
3556,0842321969,10
3556,0842343253,10
3556,0842343261,10
3556,0842343288,10
3556,0842343296,10
3556,1841952974,8
3569,034541036X,10
3569,156512104X,9
3578,0060987049,9
3578,0316346624,10
3578,0449909336,10
3578,0679417796,9
3578,1573225517,10
3586,0156004992,6
3599,0684871580,10
3605,0345412214,8
3640,0142002267,8
3640,0394561236,5
3640,0671004549,5
3640,0671567829,8
3655,0741412780,8
3659,0525946233,8
3660,0425161617,3
3675,1878448900,7
3679,0064408639,6
3693,067100882X,6
3694,0446523569,8
3709,0440236673,7
3719,0345294459,7
3719,0345384369,8
3719,051512608X,7
3719,0679454446,8
3719,1565122208,8
3728,0060008776,7
3728,0553574671,9
3739,067976402X,5
3756,0446611867,7
3757,0807281859,9
3776,0449147398,10
3780,0743437640,8
3798,0553568051,4
3799,0140293442,8
3799,0140293469,9
3800,0920668372,10
3814,0684829975,7
3814,1573225789,5
3817,0380018179,8
3817,0385479565,9
3817,0440206154,7
3817,0440967694,10
3817,0553149660,7
3827,014029628X,6
3827,0345413350,7
3827,0375714383,9
3827,0385483503,10
3827,0792276868,9
3827,0802138578,8
3827,0804114986,10
3827,1931561230,8
3837,081120958X,8
3839,0060932759,7
3840,0385508042,8
3840,0399147853,9
3840,051513287X,9
3840,0671042505,8
3840,1551667533,10
3840,1570613818,9
3840,193156146X,10
3884,0399147020,8
3917,038533348X,7
3917,0670892963,5
3917,1573226521,7
3917,1573226882,6
3917,1573228214,8
3938,0553571818,9
3944,0345377494,7
3959,0440211158,8
3965,0345391055,9
3983,1585420654,5
3999,0385504209,10
4017,006000438X,10
4017,0060517794,10
4017,0060915544,8
4017,0060977191,9
4017,006251184X,10
4017,0066209463,10
4017,014028009X,9
4017,015600710X,10
4017,0312093004,9
4017,0316169226,10
4017,0345386574,10
4017,0345403339,8
4017,0345410289,9
4017,0345424719,10
4017,0345443284,10
4017,0375406530,10
4017,0375707972,10
4017,0375724443,10
4017,0380732149,9
4017,0385314256,9
4017,0385317042,10
4017,0385318782,8
4017,0385319207,10
4017,0385333293,8
4017,038533334X,10
4017,0385486804,10
4017,0385502532,9
4017,0395908728,8
4017,0395977711,9
4017,0399145079,9
4017,0425168700,8
4017,0446516538,7
4017,0449002985,8
4017,0452282098,8
4017,0452282829,10
4017,0609608738,10
4017,0670892963,8
4017,0671038184,10
4017,0679411267,10
4017,0679416730,9
4017,067976402X,10
4017,0679774025,8
4017,068484267X,10
4017,0688176992,10
4017,0688177859,7
4017,0786869011,9
4017,0802136265,8
4017,0802138578,9
4017,0805031871,8
4017,0871138328,7
4017,1571740562,10
4017,1573225789,9
4017,1582340765,5
4035,0060008776,7
4035,0345413350,8
4053,0374129983,2
4066,0440236673,7
4090,0451197410,8
4091,0671027387,8
4092,0849944767,8
4096,0061031429,6
4098,0060977337,6
4098,0385504209,10
4098,0446693790,8
4107,0345380371,5
4120,0525941673,6
4131,0375803483,8
4131,0590542443,9
4138,1573227331,8
4143,0439404371,8
4144,067976402X,5
4144,1551668653,8
4149,0066214122,9
4149,0385508417,4
4149,0842329129,1
4157,0060912227,6
4157,0156997789,9
4157,0380727501,8
4157,0440206154,9
4157,0679741836,9
4157,0800793218,10
4164,0446531332,7
4164,0451188470,1
